chr	start	end	name	TargetGene	TargetGeneTSS	CellType	ABC.Score
chr9	130503788	130505486	genic|chr9:130503788-130505486	SH2D3C	130533648		0.046783
chr9	130516228	130518316	genic|chr9:130516228-130518316	SH2D3C	130533648		0.087458
chr9	130516228	130518316	genic|chr9:130516228-130518316	LOC102723566	130578344		0.036134
chr9	130526074	130526868	genic|chr9:130526074-130526868	SH2D3C	130533648		0.054547
chr9	130538524	130539024	intergenic|chr9:130538524-130539024	SH2D3C	130533648		0.040121
chr9	130659096	130660002	genic|chr9:130659096-130660002	AK1	130640022		0.023117
chr9	130659096	130660002	genic|chr9:130659096-130660002	NUP214	134000947		0.020606
chr9	130742276	130743718	intergenic|chr9:130742276-130743718	AK1	130640022		0.034088
chr9	130742276	130743718	intergenic|chr9:130742276-130743718	FAM102A	130712993		0.025857
chr9	130856417	130857039	intergenic|chr9:130856417-130857039	SLC25A25	130860760		0.097760
chr9	130955046	130955546	intergenic|chr9:130955046-130955546	DNM1	130965633		0.026453
chr9	131103628	131104128	genic|chr9:131103628-131104128	SLC27A4	131102838		0.051779
chr9	131124343	131124985	intergenic|chr9:131124343-131124985	SLC27A4	131102838		0.033520
chr9	131126802	131127580	intergenic|chr9:131126802-131127580	URM1	131133597		0.021079
chr9	131313246	131313746	intergenic|chr9:131313246-131313746	SPTAN1	131314836		0.061151
chr9	131445453	131447167	intergenic|chr9:131445453-131447167	TBC1D13	131549485		0.034390
chr9	131788780	131789378	genic|chr9:131788780-131789378	SH3GLB2	131790632		0.060783
chr9	131901352	131903139	genic|chr9:131901352-131903139	NTMT1	132388431		0.024757
chr9	132257927	132259716	genic|chr9:132257927-132259716	PTGES2	130890741		0.039999
chr9	132257927	132259716	genic|chr9:132257927-132259716	PTGES2-AS1	130890807		0.039999
chr9	132257927	132259716	genic|chr9:132257927-132259716	IER5L	131940540		0.025594
chr9	132257927	132259716	genic|chr9:132257927-132259716	LINC00963	132250938		0.054589
chr9	132375732	132376232	genic|chr9:132375732-132376232	NTMT1	132388431		0.022257
chr9	132523921	132524730	intergenic|chr9:132523921-132524730	PTGES	132515344		0.053281
chr9	132525642	132526142	intergenic|chr9:132525642-132526142	PTGES	132515344		0.022359
chr9	132585250	132585868	genic|chr9:132585250-132585868	TOR1A	132586441		0.038248
chr9	132804122	132804622	genic|chr9:132804122-132804622	FNBP1	132805473		0.048471
chr9	132904904	132905404	genic|chr9:132904904-132905404	LOC401554	132906498		0.031645
chr9	132955615	132956409	genic|chr9:132955615-132956409	NCS1	132934856		0.029887
chr9	133320991	133322401	genic|chr9:133320991-133322401	ASS1	133320093		0.222741
chr9	133587769	133589410	intergenic|chr9:133587769-133589410	EXOSC2	133569146		0.064730
chr9	133587769	133589410	intergenic|chr9:133587769-133589410	FAM78A	134151906		0.037613
chr9	133771047	133771547	genic|chr9:133771047-133771547	QRFP	133772199		0.094192
chr9	133814956	133815456	intergenic|chr9:133814956-133815456	FIBCD1	133814239		0.071360
chr9	133986440	133987715	genic|chr9:133986440-133987715	EXOSC2	133569146		0.026686
chr9	134150578	134151173	genic|chr9:134150578-134151173	FAM78A	134151906		0.110931
chr9	134379567	134380067	genic|chr9:134379567-134380067	POMT1	134378288		0.045334
chr9	135016539	135017703	intergenic|chr9:135016539-135017703	SPOUT1	131592100		0.022906
chr9	135286384	135286884	genic|chr9:135286384-135286884	CFAP77	135285582		0.114766
chr9	135310035	135310800	genic|chr9:135310035-135310800	CFAP77	135285582		0.031619
chr9	135994630	135995473	genic|chr9:135994630-135995473	RALGDS	135996637		0.158637
chr9	136398115	136398615	intergenic|chr9:136398115-136398615	ADAMTSL2	136399974		0.127043
chr9	136502693	136503193	genic|chr9:136502693-136503193	DBH	136501484		0.045270
chr9	136855787	136856626	genic|chr9:136855787-136856626	VAV2	136857446		0.244832
chr9	136922582	136923082	genic|chr9:136922582-136923082	BRD3	136933141		0.020803
chr9	137028347	137030631	intergenic|chr9:137028347-137030631	EXOSC2	133569146		0.035972
chr9	137028347	137030631	intergenic|chr9:137028347-137030631	LINC00094	136890560		0.037267
chr9	137534280	137535033	genic|chr9:137534280-137535033	COL5A1	137533650		0.071238
chr9	137978947	137979654	genic|chr9:137978947-137979654	MRPS2	138392476		0.026562
chr9	138396425	138396925	genic|chr9:138396425-138396925	LOC101928525	138398293		0.111426
chr9	139063019	139064182	intergenic|chr9:139063019-139064182	NACC2	138987131		0.034244
chr9	139117886	139118475	genic|chr9:139117886-139118475	QSOX2	139137687		0.032280
chr9	139218772	139219272	genic|chr9:139218772-139219272	DKFZP434A062	139221779		0.055409
chr9	139218772	139219272	genic|chr9:139218772-139219272	GPSM1	139221931		0.055409
chr9	139236471	139237627	genic|chr9:139236471-139237627	INPP5E	139334274		0.032196
chr9	139267005	139267505	genic|chr9:139267005-139267505	CARD9	139268133		0.093704
chr9	139294430	139294930	intergenic|chr9:139294430-139294930	DNLZ	139258263		0.027065
chr9	139305704	139306204	genic|chr9:139305704-139306204	PMPCA	139305024		0.032768
chr9	139305704	139306204	genic|chr9:139305704-139306204	SDCCAG3	139305054		0.032768
chr9	139420442	139421504	genic|chr9:139420442-139421504	FAM69B	139607023		0.026887
chr9	139438945	139439557	genic|chr9:139438945-139439557	NOTCH1	139440238		0.055799
chr9	139466149	139467516	intergenic|chr9:139466149-139467516	LCN12	139846767		0.044690
chr9	139481552	139483481	intergenic|chr9:139481552-139483481	FAM166A	140142244		0.064761
chr9	139525419	139526534	intergenic|chr9:139525419-139526534	LCN8	139652731		0.027773
chr9	139614555	139615391	genic|chr9:139614555-139615391	FAM69B	139607023		0.024664
chr9	139636121	139636621	genic|chr9:139636121-139636621	LCN10	139637411		0.060097
chr9	139656767	139658176	genic|chr9:139656767-139658176	LCN8	139652731		0.027355
chr9	139656767	139658176	genic|chr9:139656767-139658176	LCN15	139658965		0.329156
chr9	139656767	139658176	genic|chr9:139656767-139658176	RNF208	140115775		0.031633
chr9	139694081	139696052	genic|chr9:139694081-139696052	LCN15	139658965		0.023762
chr9	139694081	139696052	genic|chr9:139694081-139696052	TMEM141	139685776		0.032130
chr9	139694081	139696052	genic|chr9:139694081-139696052	RABL6	139702373		0.022031
chr9	139694081	139696052	genic|chr9:139694081-139696052	LCN12	139846767		0.027987
chr9	139715151	139716646	genic|chr9:139715151-139716646	EDF1	139760788		0.041142
chr9	139736650	139737341	intergenic|chr9:139736650-139737341	EDF1	139760788		0.036277
chr9	139844140	139845309	intergenic|chr9:139844140-139845309	TMEM141	139685776		0.028801
chr9	139844140	139845309	intergenic|chr9:139844140-139845309	PHPT1	139743267		0.028065
chr9	139844140	139845309	intergenic|chr9:139844140-139845309	MAMDC4	139746818		0.026877
chr9	139844140	139845309	intergenic|chr9:139844140-139845309	LCN12	139846767		0.024845
chr9	139860223	139861106	intergenic|chr9:139860223-139861106	PTGDS	139871955		0.071237
chr9	139878999	139880616	genic|chr9:139878999-139880616	LCN12	139846767		0.021368
chr9	139923448	139924237	genic|chr9:139923448-139924237	ABCA2	139922740		0.243845
chr9	139929376	139930349	genic|chr9:139929376-139930349	UAP1L1	139971952		0.022982
chr9	139962108	139963035	genic|chr9:139962108-139963035	SAPCD2	139965028		0.130685
chr9	139962108	139963035	genic|chr9:139962108-139963035	UAP1L1	139971952		0.063980
chr9	139973087	139973902	genic|chr9:139973087-139973902	UAP1L1	139971952		0.056153
chr9	140023293	140025014	intergenic|chr9:140023293-140025014	RNF208	140115775		0.024771
chr9	140032477	140032977	intergenic|chr9:140032477-140032977	GRIN1	140033608		0.069974
chr9	140057154	140057934	genic|chr9:140057154-140057934	LRRC26	140064491		0.077066
chr9	140116702	140117344	intergenic|chr9:140116702-140117344	RNF208	140115775		0.021175
chr9	140148586	140149086	intergenic|chr9:140148586-140149086	STPG3-AS1	140147949		0.056431
chr9	140148586	140149086	intergenic|chr9:140148586-140149086	NELFB	140149751		0.045630
chr9	140175252	140176180	genic|chr9:140175252-140176180	TOR4A	140172279		0.025249
chr9	140264798	140266173	genic|chr9:140264798-140266173	NRARP	140196703		0.037770
chr9	140347655	140349404	genic|chr9:140347655-140349404	FAM166A	140142244		0.061331
chr9	140356068	140356568	genic|chr9:140356068-140356568	NSMF	140353786		0.068533
chr10	3110214	3111601	genic|chr10:3110214-3111601	PFKP	3109711		0.393395
chr10	3825491	3826539	genic|chr10:3825491-3826539	KLF6	3827473		0.183938
chr10	5454109	5455391	intergenic|chr10:5454109-5455391	FAM208B	5726800		0.076310
chr10	5625134	5626303	intergenic|chr10:5625134-5626303	CALML3	5566851		0.022380
chr10	5701011	5701511	genic|chr10:5701011-5701511	ASB13	5708558		0.100110
chr10	6128294	6128794	intergenic|chr10:6128294-6128794	RBM17	6130948		0.098668
chr10	6243424	6243924	intergenic|chr10:6243424-6243924	PFKFB3	6244839		0.061063
chr10	6246821	6247321	genic|chr10:6246821-6247321	PFKFB3	6244839		0.059420
chr10	6253189	6254103	genic|chr10:6253189-6254103	PFKFB3	6244839		0.102867
chr10	6261101	6261716	genic|chr10:6261101-6261716	PFKFB3	6244839		0.037341
chr10	7452078	7452578	intergenic|chr10:7452078-7452578	SFMBT2	7451303		0.204520
chr10	7452702	7453202	intergenic|chr10:7452702-7453202	SFMBT2	7451303		0.263705
chr10	11205800	11208414	genic|chr10:11205800-11208414	ECHDC3	11784355		0.027318
chr10	11205800	11208414	genic|chr10:11205800-11208414	PROSER2	11865396		0.024536
chr10	11205800	11208414	genic|chr10:11205800-11208414	PROSER2-AS1	11936709		0.033461
chr10	12392137	12392972	genic|chr10:12392137-12392972	CAMK1D	12391541		0.251539
chr10	13343909	13344684	intergenic|chr10:13343909-13344684	PHYH	13342130		0.108886
chr10	14994804	14995567	genic|chr10:14994804-14995567	DCLRE1C	14996431		0.117707
chr10	21450181	21451142	genic|chr10:21450181-21451142	NEBL-AS1	21462918		0.144108
chr10	21789210	21789817	intergenic|chr10:21789210-21789817	CASC10	21786213		0.114913
chr10	21796995	21800021	intergenic|chr10:21796995-21800021	NEBL-AS1	21462918		0.022710
chr10	21796995	21800021	intergenic|chr10:21796995-21800021	BMI1	22610138		0.021324
chr10	21796995	21800021	intergenic|chr10:21796995-21800021	SPAG6	22634373		0.031447
chr10	21806141	21808279	genic|chr10:21806141-21808279	CASC10	21786213		0.081212
chr10	21811506	21812006	genic|chr10:21811506-21812006	SKIDA1	21814611		0.032662
chr10	22517906	22518793	intergenic|chr10:22517906-22518793	DNAJC1	22292650		0.020827
chr10	22623188	22624530	intergenic|chr10:22623188-22624530	BMI1	22610138		0.115117
chr10	23001759	23002732	genic|chr10:23001759-23002732	PIP4K2A	23003503		0.240763
chr10	23479639	23480655	intergenic|chr10:23479639-23480655	PTF1A	23481459		0.054345
chr10	23728896	23729610	genic|chr10:23728896-23729610	OTUD1	23728197		0.185714
chr10	24496542	24497131	intergenic|chr10:24496542-24497131	KIAA1217	24497719		0.120219
chr10	25247618	25248118	intergenic|chr10:25247618-25248118	PRTFDC1	25241573		0.044335
chr10	26506481	26507313	genic|chr10:26506481-26507313	GAD2	26505235		0.307441
chr10	27530609	27531432	intergenic|chr10:27530609-27531432	ANKRD26	27389427		0.028982
chr10	28030723	28031879	genic|chr10:28030723-28031879	MKX-AS1	28033543		0.033737
chr10	28030723	28031879	genic|chr10:28030723-28031879	MKX	28034778		0.027476
chr10	29186260	29187460	intergenic|chr10:29186260-29187460	BAMBI	28966423		0.021209
chr10	29228111	29229436	intergenic|chr10:29228111-29229436	MKX-AS1	28033543		0.046939
chr10	30346186	30346780	genic|chr10:30346186-30346780	KIAA1462	30348488		0.021084
chr10	31422295	31423901	intergenic|chr10:31422295-31423901	MTPAP	30638267		0.020002
chr10	31609528	31610129	genic|chr10:31609528-31610129	ZEB1-AS1	31608024		0.087652
chr10	31609528	31610129	genic|chr10:31609528-31610129	ZEB1	31608100		0.087652
chr10	32634806	32635506	genic|chr10:32634806-32635506	EPC1	32636146		0.226384
chr10	32634806	32635506	genic|chr10:32634806-32635506	LOC102031319	32636291		0.226385
chr10	33624876	33625458	intergenic|chr10:33624876-33625458	NRP1	33623833		0.129687
chr10	35105348	35105848	genic|chr10:35105348-35105848	PARD3	35104253		0.086365
chr10	35105348	35105848	genic|chr10:35105348-35105848	PARD3-AS1	35104695		0.086365
chr10	35925808	35927088	intergenic|chr10:35925808-35927088	FZD8	35930362		0.261701
chr10	35927773	35928450	genic|chr10:35927773-35928450	FZD8	35930362		0.114353
chr10	43890985	43893063	genic|chr10:43890985-43893063	RASGEF1A	43762367		0.023395
chr10	43890985	43893063	genic|chr10:43890985-43893063	HNRNPF	43904656		0.146655
chr10	43950645	43951465	genic|chr10:43950645-43951465	HNRNPF	43904656		0.061841
chr10	43950645	43951465	genic|chr10:43950645-43951465	ZNF487	43932573		0.139110
chr10	45373869	45375216	genic|chr10:45373869-45375216	C10orf10	45474330		0.064149
chr10	45403387	45403981	genic|chr10:45403387-45403981	TMEM72	45406763		0.227335
chr10	46089755	46090648	intergenic|chr10:46089755-46090648	ZFAND4	46168261		0.021801
chr10	46969213	46969713	genic|chr10:46969213-46969713	SYT15	46970601		0.135734
chr10	47080906	47081406	intergenic|chr10:47080906-47081406	NPY4R	47083533		0.256859
chr10	47080906	47081406	intergenic|chr10:47080906-47081406	CH17-360D5.1	47086724		0.208752
chr10	47082082	47082582	intergenic|chr10:47082082-47082582	NPY4R	47083533		0.170609
chr10	47082082	47082582	intergenic|chr10:47082082-47082582	CH17-360D5.1	47086724		0.138655
chr10	47089418	47090134	intergenic|chr10:47089418-47090134	CH17-360D5.1	47086724		0.156436
chr10	48429479	48429979	genic|chr10:48429479-48429979	GDF10	48439138		0.048674
chr10	49759820	49760525	genic|chr10:49759820-49760525	ARHGAP22	49813176		0.032309
chr10	49803683	49804183	genic|chr10:49803683-49804183	ARHGAP22	49813176		0.031687
chr10	50819202	50819702	genic|chr10:50819202-50819702	SLC18A3	50818346		0.200903
chr10	50820831	50821331	intergenic|chr10:50820831-50821331	CHAT	50822082		0.254914
chr10	52381751	52382251	genic|chr10:52381751-52382251	SGMS1	52383737		0.057466
chr10	52750144	52752256	intergenic|chr10:52750144-52752256	CSTF2T	53459355		0.025281
chr10	52843096	52843596	genic|chr10:52843096-52843596	PRKG1	52834233		0.033183
chr10	55357303	55358169	intergenic|chr10:55357303-55358169	CSTF2T	53459355		0.020845
chr10	60723278	60724037	intergenic|chr10:60723278-60724037	BICC1	60272903		0.028155
chr10	61136589	61137089	intergenic|chr10:61136589-61137089	FAM13C	61122352		0.030780
chr10	61468481	61468981	genic|chr10:61468481-61468981	SLC16A9	61469649		0.103573
chr10	61665010	61665510	genic|chr10:61665010-61665510	CCDC6	61666414		0.078078
chr10	61667612	61668728	intergenic|chr10:61667612-61668728	CCDC6	61666414		0.030871
chr10	64889584	64890084	intergenic|chr10:64889584-64890084	NRBF2	64893006		0.026329
chr10	65027107	65028054	genic|chr10:65027107-65028054	JMJD1C	65028983		0.111021
chr10	65389082	65390907	intergenic|chr10:65389082-65390907	ZNF365	64133915		0.022098
chr10	65389082	65390907	intergenic|chr10:65389082-65390907	NRBF2	64893006		0.025774
chr10	69523218	69525079	intergenic|chr10:69523218-69525079	EGR2	64576140		0.090442
chr10	69645343	69645843	genic|chr10:69645343-69645843	SIRT1	69644426		0.051325
chr10	70088088	70088588	genic|chr10:70088088-70088588	HNRNPH3	70091767		0.066148
chr10	70587821	70588321	genic|chr10:70587821-70588321	STOX1	70587293		0.027362
chr10	70940466	70940966	genic|chr10:70940466-70940966	SUPV3L1	70939959		0.094298
chr10	71151954	71152713	genic|chr10:71151954-71152713	CCAR1	70480900		0.021471
chr10	71334147	71334966	intergenic|chr10:71334147-71334966	NEUROG3	71333210		0.264288
chr10	71559795	71560295	intergenic|chr10:71559795-71560295	COL13A1	71561643		0.094826
chr10	71626116	71627190	genic|chr10:71626116-71627190	UNC5B-AS1	72977985		0.033253
chr10	71813616	71814116	genic|chr10:71813616-71814116	H2AFY2	71812356		0.033512
chr10	72164591	72165091	genic|chr10:72164591-72165091	EIF4EBP2	72163860		0.088279
chr10	72662988	72663488	intergenic|chr10:72662988-72663488	PCBD1	72648543		0.041674
chr10	73599436	73600310	genic|chr10:73599436-73600310	PSAP	73611132		0.091794
chr10	74019758	74021430	intergenic|chr10:74019758-74021430	ANAPC16	73975757		0.137928
chr10	74057529	74058520	intergenic|chr10:74057529-74058520	ANAPC16	73975757		0.035411
chr10	75384656	75386471	intergenic|chr10:75384656-75386471	USP54	75351108		0.025229
chr10	75758664	75759323	genic|chr10:75758664-75759323	VCL	75757871		0.138102
chr10	76993755	76995130	genic|chr10:76993755-76995130	COMTD1	76995770		0.386109
chr10	77155004	77155918	intergenic|chr10:77155004-77155918	LOC101929234	77168914		0.094627
chr10	77159527	77160027	genic|chr10:77159527-77160027	ZNF503-AS2	77161285		0.072664
chr10	77159527	77160027	genic|chr10:77159527-77160027	ZNF503	77161652		0.072664
chr10	77162901	77163401	genic|chr10:77162901-77163401	COMTD1	76995770		0.021430
chr10	77167397	77168062	genic|chr10:77167397-77168062	LOC101929234	77168914		0.186911
chr10	77190765	77191265	intergenic|chr10:77190765-77191265	LOC101929234	77168914		0.023510
chr10	80166669	80167476	intergenic|chr10:80166669-80167476	VCL	75757871		0.020114
chr10	80732390	80734697	genic|chr10:80732390-80734697	LINC00857	81967465		0.020624
chr10	80888797	80890071	genic|chr10:80888797-80890071	RPS24	79793517		0.027230
chr10	83635784	83636712	genic|chr10:83635784-83636712	NRG3	83635069		0.549130
chr10	85955185	85955685	genic|chr10:85955185-85955685	CDHR1	85954390		0.109791
chr10	85996913	85997413	genic|chr10:85996913-85997413	RGR	86004808		0.084611
chr10	86005917	86006417	genic|chr10:86005917-86006417	RGR	86004808		0.052534
chr10	87908583	87909483	genic|chr10:87908583-87909483	GRID1	88126250		0.020263
chr10	88719821	88720579	genic|chr10:88719821-88720579	SNCG	88718287		0.206524
chr10	88726260	88726760	intergenic|chr10:88726260-88726760	SNCG	88718287		0.145130
chr10	88814585	88815602	genic|chr10:88814585-88815602	SNCG	88718287		0.022578
chr10	88852633	88853133	genic|chr10:88852633-88853133	GLUD1	88854804		0.107122
chr10	88852633	88853133	genic|chr10:88852633-88853133	FAM35A	88854952		0.107122
chr10	88853574	88854293	genic|chr10:88853574-88854293	GLUD1	88854804		0.117950
chr10	88853574	88854293	genic|chr10:88853574-88854293	FAM35A	88854952		0.117950
chr10	89264945	89265445	genic|chr10:89264945-89265445	MINPP1	89264222		0.238813
chr10	89610472	89610972	intergenic|chr10:89610472-89610972	ATAD1	89577988		0.023548
chr10	90976670	90977866	genic|chr10:90976670-90977866	LIPA	91011796		0.036731
chr10	90994900	90995400	genic|chr10:90994900-90995400	CH25H	90967071		0.026213
chr10	91019806	91020545	intergenic|chr10:91019806-91020545	LIPA	91011796		0.118018
chr10	93538097	93538799	intergenic|chr10:93538097-93538799	TNKS2-AS1	93557953		0.025204
chr10	93556005	93556505	genic|chr10:93556005-93556505	TNKS2-AS1	93557953		0.046396
chr10	93639170	93640545	intergenic|chr10:93639170-93640545	BTAF1	93683735		0.116701
chr10	93646825	93647710	intergenic|chr10:93646825-93647710	FGFBP3	93669258		0.049937
chr10	94350466	94351883	intergenic|chr10:94350466-94351883	KIF11	94352824		0.262660
chr10	94450286	94451073	genic|chr10:94450286-94451073	HHEX	94449680		0.106261
chr10	94821973	94823015	genic|chr10:94821973-94823015	CYP26C1	94821020		0.369975
chr10	94831416	94832014	intergenic|chr10:94831416-94832014	CYP26A1	94833646		0.123207
chr10	94841099	94841599	intergenic|chr10:94841099-94841599	CYP26A1	94833646		0.046979
chr10	95314483	95315209	intergenic|chr10:95314483-95315209	RBP4	95360993		0.036006
chr10	95327345	95327845	genic|chr10:95327345-95327845	FFAR4	95326421		0.079262
chr10	98134843	98135496	genic|chr10:98134843-98135496	ENTPD1-AS1	97849992		0.021795
chr10	98268763	98269263	genic|chr10:98268763-98269263	TLL2	98273683		0.061305
chr10	98270909	98271409	genic|chr10:98270909-98271409	TLL2	98273683		0.072994
chr10	98272241	98272937	genic|chr10:98272241-98272937	TLL2	98273683		0.112007
chr10	98923789	98924289	genic|chr10:98923789-98924289	SLIT1	98945683		0.025536
chr10	98944117	98944617	genic|chr10:98944117-98944617	SLIT1	98945683		0.074086
chr10	99081011	99081511	genic|chr10:99081011-99081511	FRAT1	99079021		0.053617
chr10	99092596	99093852	genic|chr10:99092596-99093852	FRAT1	99079021		0.061840
chr10	99092596	99093852	genic|chr10:99092596-99093852	FRAT2	99094458		0.213696
chr10	99166850	99167569	intergenic|chr10:99166850-99167569	EXOSC1	99205774		0.030359
chr10	99166850	99167569	intergenic|chr10:99166850-99167569	ZDHHC16	99205887		0.030359
chr10	99301659	99302582	genic|chr10:99301659-99302582	MMS19	99258366		0.028882
chr10	99301659	99302582	genic|chr10:99301659-99302582	UBTD1	99258638		0.028882
chr10	100028841	100029341	intergenic|chr10:100028841-100029341	LOXL4	100028007		0.095286
chr10	101282198	101283358	intergenic|chr10:101282198-101283358	NKX2-3	101292689		0.098154
chr10	101289335	101290281	genic|chr10:101289335-101290281	LINC01475	101290934		0.144662
chr10	101289335	101290281	genic|chr10:101289335-101290281	NKX2-3	101292689		0.123548
chr10	102105249	102105749	intergenic|chr10:102105249-102105749	SCD	102106771		0.079020
chr10	102728711	102729711	intergenic|chr10:102728711-102729711	TLX1	102891060		0.021942
chr10	102729795	102730295	intergenic|chr10:102729795-102730295	MRPL43	102747272		0.025309
chr10	102729795	102730295	intergenic|chr10:102729795-102730295	TWNK	102747292		0.025309
chr10	102773838	102774469	intergenic|chr10:102773838-102774469	MRPL43	102747272		0.027253
chr10	102773838	102774469	intergenic|chr10:102773838-102774469	TWNK	102747292		0.027253
chr10	102777945	102779344	genic|chr10:102777945-102779344	MRPL43	102747272		0.059465
chr10	102777945	102779344	genic|chr10:102777945-102779344	TWNK	102747292		0.059465
chr10	102809494	102810610	intergenic|chr10:102809494-102810610	KAZALD1	102820998		0.033156
chr10	102819666	102820166	intergenic|chr10:102819666-102820166	KAZALD1	102820998		0.020068
chr10	102821876	102822706	genic|chr10:102821876-102822706	KAZALD1	102820998		0.117161
chr10	103402899	103404183	genic|chr10:103402899-103404183	TLX1	102891060		0.070980
chr10	103402899	103404183	genic|chr10:103402899-103404183	FBXW4	103454743		0.054926
chr10	103469642	103470436	intergenic|chr10:103469642-103470436	FBXW4	103454743		0.020273
chr10	103540469	103541269	genic|chr10:103540469-103541269	NPM3	103543170		0.220984
chr10	103600196	103601341	genic|chr10:103600196-103601341	KCNIP2	103603677		0.160532
chr10	104153322	104154704	intergenic|chr10:104153322-104154704	NFKB2	104155352		0.342132
chr10	104153322	104154704	intergenic|chr10:104153322-104154704	PSD	104178901		0.069279
chr10	104153322	104154704	intergenic|chr10:104153322-104154704	USMG5	105156270		0.032624
chr10	104153322	104154704	intergenic|chr10:104153322-104154704	PDCD11	105156411		0.032624
chr10	104158873	104159684	genic|chr10:104158873-104159684	PSD	104178901		0.041422
chr10	104158873	104159684	genic|chr10:104158873-104159684	CUEDC2	104192423		0.029221
chr10	104168443	104169329	genic|chr10:104168443-104169329	CUEDC2	104192423		0.038612
chr10	104170067	104170858	genic|chr10:104170067-104170858	PSD	104178901		0.076234
chr10	104170067	104170858	genic|chr10:104170067-104170858	CUEDC2	104192423		0.036124
chr10	104170067	104170858	genic|chr10:104170067-104170858	RPARP-AS1	104209573		0.026977
chr10	104182353	104182853	genic|chr10:104182353-104182853	CUEDC2	104192423		0.044091
chr10	104386914	104388177	genic|chr10:104386914-104388177	CUEDC2	104192423		0.020881
chr10	104405193	104405693	genic|chr10:104405193-104405693	TRIM8	104404251		0.112568
chr10	104615679	104616179	genic|chr10:104615679-104616179	BORCS7	104613966		0.050390
chr10	104615679	104616179	genic|chr10:104615679-104616179	BORCS7-ASMT	104613966		0.050390
chr10	104953577	104954077	intergenic|chr10:104953577-104954077	NT5C2	104953063		0.113852
chr10	105229325	105229825	intergenic|chr10:105229325-105229825	CALHM1	105218648		0.037071
chr10	105259530	105260030	genic|chr10:105259530-105260030	NEURL1	105253734		0.041298
chr10	106015209	106015709	genic|chr10:106015209-106015709	GSTO1	106014467		0.050164
chr10	110225507	110226796	intergenic|chr10:110225507-110226796	SORCS1	108924466		0.029593
chr10	111967049	111968694	intergenic|chr10:111967049-111968694	SMC3	112327448		0.047302
chr10	112255640	112256437	intergenic|chr10:112255640-112256437	DUSP5	112257624		0.149238
chr10	112402621	112403260	intergenic|chr10:112402621-112403260	RBM20	112404154		0.041467
chr10	112404654	112405154	genic|chr10:112404654-112405154	RBM20	112404154		0.082865
chr10	112554336	112555432	genic|chr10:112554336-112555432	PDCD4-AS1	112630662		0.020012
chr10	112625094	112625699	intergenic|chr10:112625094-112625699	PDCD4-AS1	112630662		0.025006
chr10	114711300	114712258	genic|chr10:114711300-114712258	TCF7L2	114710008		0.549578
chr10	115999812	116000312	genic|chr10:115999812-116000312	VWA2	115999012		0.078884
chr10	116163083	116163850	genic|chr10:116163083-116163850	AFAP1L2	116164537		0.162862
chr10	116582091	116582758	genic|chr10:116582091-116582758	FAM160B1	116581502		0.186895
chr10	118030257	118031246	genic|chr10:118030257-118031246	GFRA1	118033157		0.045768
chr10	118500799	118501299	genic|chr10:118500799-118501299	HSPA12A	118502085		0.072815
chr10	119262342	119263178	genic|chr10:119262342-119263178	EMX2	119301955		0.021139
chr10	119300718	119301218	genic|chr10:119300718-119301218	EMX2	119301955		0.093758
chr10	120353865	120354365	genic|chr10:120353865-120354365	PRLHR	120355160		0.332018
chr10	120926215	120926715	intergenic|chr10:120926215-120926715	SFXN4	120925204		0.081286
chr10	124222009	124223084	genic|chr10:124222009-124223084	HTRA1	124221040		0.179921
chr10	124635286	124636134	genic|chr10:124635286-124636134	LOC399815	124639148		0.021111
chr10	124635286	124636134	genic|chr10:124635286-124636134	FAM24B-CUZD1	124639157		0.021111
chr10	124635286	124636134	genic|chr10:124635286-124636134	FAM24B	124639157		0.021111
chr10	124740586	124741086	genic|chr10:124740586-124741086	PSTK	124739555		0.035962
chr10	125418821	125419630	intergenic|chr10:125418821-125419630	GPR26	125425870		0.152963
chr10	125430582	125431082	genic|chr10:125430582-125431082	GPR26	125425870		0.051938
chr10	126136441	126137099	genic|chr10:126136441-126137099	NKX1-2	126138550		0.123262
chr10	126137127	126137627	genic|chr10:126137127-126137627	NKX1-2	126138550		0.097604
chr10	126139676	126140389	intergenic|chr10:126139676-126140389	NKX1-2	126138550		0.082323
chr10	126158330	126158926	genic|chr10:126158330-126158926	LHPP	126150340		0.071407
chr10	126430924	126431752	genic|chr10:126430924-126431752	FAM53B	126432930		0.118336
chr10	126745267	126746739	genic|chr10:126745267-126746739	FAM53B-AS1	126392596		0.021151
chr10	126745267	126746739	genic|chr10:126745267-126746739	CTBP2	126847687		0.020697
chr10	126848377	126851278	intergenic|chr10:126848377-126851278	GPR26	125425870		0.020728
chr10	126848377	126851278	intergenic|chr10:126848377-126851278	CPXM2	125651500		0.027071
chr10	126848377	126851278	intergenic|chr10:126848377-126851278	LHPP	126150340		0.023084
chr10	126848377	126851278	intergenic|chr10:126848377-126851278	FAM53B-AS1	126392596		0.038890
chr10	126848377	126851278	intergenic|chr10:126848377-126851278	FAM175B	126490353		0.029248
chr10	126848377	126851278	intergenic|chr10:126848377-126851278	CTBP2	126847687		0.038054
chr10	126848377	126851278	intergenic|chr10:126848377-126851278	FLJ37035	127408062		0.021515
chr10	126848377	126851278	intergenic|chr10:126848377-126851278	EDRF1	127408083		0.021515
chr10	126848377	126851278	intergenic|chr10:126848377-126851278	UROS	127511837		0.020119
chr10	126848377	126851278	intergenic|chr10:126848377-126851278	BCCIP	127512103		0.020110
